32,AAWDEF,"Ad-Aware용 애드웨어. 스파이웨어, 바이러스에 대한 정의를 포함하는 파일. 시스템에서 멀웨어를 찾아 제거하는 데 사용된다.",SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
33,AAX,"Audible이 개발한 멀티미디어 디지털 오디오북 형식. Audible.com, AudibleKids, iTunes Store 등에서 사용할 수 있으며 표준 .AA 오디오북 파일 형식과 유사하지만 이미지나 링크와 같은 다른 기능을 포함할 수 있다.",SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
34,AAXC,모바일용 Audible 앱을 사용하여 다운로드한 암호화된 오디오북 파일. 다른 미디어 플레이어에서 재생할 수 없다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
35,AAXPLUGIN,"Pro Tools에서 사용하는 AAX(Avid Audio eXtension) 플러그인 형식. 빈티지 컴프레서 에뮬레이션, 콘볼루션 리볼루션, 노이즈 감소 도구 등등을 예로 들 수 있다.",SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
36,AB,"안드로이드 SDK에 포함된 명령줄 도구인 ADB(Adroid Debug Bridge)에서 생성한 백업 파일. 안드로이드 4.0 이상을 사용하는 장치의 앱, 시스템, 사용자 데이터 등을 포함할 수 있으며 장치 스냅샷 저장 및 복원에 사용할 수 있다.",SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
37,AB1,"과학 기기에서 채취한 원시 DNA 데이터에 대한 Applied Biosystems Sequencing Analysis Software의 출력물로, DNA 뷰어 프로그램을 사용하여 볼 수 있는 전기 영동도와 DNA 베이스 시퀀스를 포함한다.",SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
38,AB3,Uled PhotoImpact 3 버전으로 만든 그림 앨범. 이미지를 정리된 형식으로 분류하는 데 사용되며 앨범에 있는 이미지에 대한 참조를 포함하지만 이미지 자체는 포함하지 않는다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
39,ABA,Palm 모바일 장치에서 만든 주소록 보관 파일.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
40,ABBU,macOS X의 주소록에서 내보낸 백업 파일. 필요한 경우 기본 주소록을 복원하는 데 사용된다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
41,ABC,구성을 일반 텍스트 ASCII 형식으로 저장하는 전자 악보 파일. 전용 플레이어로만 들을 수 있어 마이너했지만 인디 게임 스타바운드의 연주 시스템에 이 파일이 사용되면서 급부상한 적이 있었다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
42,ABCD,"텍스트, 오디오, 비디오 데이터를 포함하는 디지털 북. 암호화된 XML 형식으로 저장된다.",SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
43,ABCDDB,Apple Address Book에서 사용하는 파일. 프로그램에 저장된 모든 연락처의 SQLite 데이터베이스 형식의 연락처 목록을 저장하는데 사용되며 수동으로 열 수 없다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
44,ABCDF,Apple Address Book에서 생성한 백업 메타데이터 파일. 사람에 대한 정보가 있는 주소록 데이터 카드 항목에 대한 속성 목록을 저장한다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
45,ABF,ASCII 텍스트로 인코딩된 글꼴 형식인 어도비 문자 비트맵 배포 형식의 이진 인코딩.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
46,ABI,DNA 분석 기계에 의해 기록된 DNA 시퀀스 정보를 포함하고 있는 파일.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
47,ABK,"CorelDROW, Ability Office Write, PrintMaster Gold 등의 다양한 프로그램에서 만든 백업 파일.",SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
48,ABKPRJ,Burning Studio에서 생성한 파일 백업 프로젝트. 백업할 파일 및 폴더에 대한 참조를 포함하여 백업 프로젝트의 설정을 저장하며 .ASHBACK 파일을 생성하거나 백업 디스크를 굽는 데 사용할 수 있다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
49,ABM,노래 또는 기타 오디오 파일을 포함하는 디지털 음악 앨범 파일. 일반적으로 노래 자체보다는 오디오 파일에 대한 참조를 포함한다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
50,ABP,"AVS[7] Barcode Source에 의해 생성된 UPC와 같은 바코드. 바코드 형식, 크기, 인쇄 옵션, 소스 데이터 등을 포함하며 표준 비트맵 형식으로 내보낼 수 있는 바코드 이미지를 생성할 수 있다.",SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
51,ABR,"포토샵에서 브러시 도구로 사용할 수 있는 컬렉션을 포함하는 파일. 각 브러시 스타일에 대한 모양, 텍스처, 동적 및 기타 데이터가 포함된다.",SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
52,ABS,Absolute Database에 의해 생성된 데이터베이스 파일. 정형화된 관계형 형식으로 데이터를 저장하고 암호화 및 메모리 내 성능을 지원한다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
53,ABW,AbiWord로 작성된 워드 프로세싱 문서.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
54,ABY,인터넷 포털로 사용되는 프로그램인 AOL에 의해 만들어진 파일. 독점적 형식으로 저장된 주소록 항목이 들어 있으며 온라인 주소록 정보를 로컬 컴퓨터에 저장하고 동기화하는 데 사용된다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
55,AC,GNU Autoconf에 의해 생성된 자동 구성 스크립트. 여러 유형의 Posix 유사 시스템에 맞게 소프트웨어 소스 코드 패키지를 자동으로 구성하며 특정 시스템을 실행하는 데 필요한 각 기능에 대한 소프트웨어 패키지를 테스트하여 생성한 다음 프로그램이 패키지에 필요한 시스템 기능 목록을 작성한다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
56,AC$,"AutoCAD에서 생성한 임시 파일. UNDO, HIDDEN LINES 등 다양한 명령에 사용되는 정보가 들어 있다.",SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
57,AC3,"AC-3 돌비 디지털 오디오 형식으로 저장된 오디오 파일. 최대 6개의 오디오 채널을 포함할 수있으며 손실 압축을 사용해 DVD, 영화관, 게임 콘솔에 자주 사용되는 오디오 형식이다.",SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
58,ACA,마이크로소프트 에이전트를 사용해 만든 애니메이션 파일. 문자 데이터가 들어 있는 ACF 파일과 함께 저장된다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
59,ACB,"포토샵에서 사용하는 맞춤형 컬러 파일. 색상명, 컬러코드, RGB 및 CMYK 구성 요소, 광도, 색도 등이 포함된 컬러 레코드를 포함하고 있다.",SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
60,ACC,Graphic Account의 재무 계정 정보를 저장하는 파일.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
61,ACCDA,마이크로소프트 액세스에서 사용하는 추가 파일. VBA(Visual Basic for Applications)로 작성된 애플리케이션 구성 요소를 저장하여 사용자가 소프트웨어의 기능을 확장할 수 있도록 한다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
62,ACCDB,마이크로소프트 액세스에서 작성된 데이터베이스 파일.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
63,ACCDC,마이크로소프트 액세스에서 작성된 패키지 데이터베이스 파일.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
64,ACCDE,마이크로소프트 액세스에서 만든 데이터베이스 파일. ACCDB 파일의 잠금 버전을 저장하여 모든 VBA(Visual Basic for Applications) 코드가 컴파일된 형식으로 저장돼 볼 수 없거나 편집할 수 없도록 한다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
65,ACCDR,"마이크로소프트 액세스에서 만든 잠금 데이터베이스 파일, 데이터베이스를 읽기 전용 모드로 열고 실행하여 데이터베이스에 대한 변경사항이 없도록 한다.",SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
66,ACCDT,마이크로소프트 액세스에서 생성한 템플릿 데이터베이스 파일. Zip 압축으로 압축되어 XML 및 텍스트 파일의 계층 구조로 저장된다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
67,ACCDU,마이크로소프트 액세스에서 사용하는 플러그인 파일. Visual Basic for Applications로 작성된 애플리케이션 구성 요소를 저장한다. ACCDA 확장자에 밀려 잘 사용되지 않는다.]],SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
68,ACCDW,마이크로소프트 액세스에서 사용하는 링크 파일. Microsoft SharePoint 서버에서 Access 데이터베이스 파일( .ACCDB 파일)을 다운로드하기 위한 링크 정보를 담고있다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
69,ACCFT,마이크로소프트 액세스에서 사용하는 데이터베이스 파일. 데이터베이스 테이블에 대해 미리 구성된 필드 집합을 저장하는 데이터 유형의 템플릿을 저장하며 여러 테이블에 걸쳐 동일한 필드를 다시 삽입하는 데 사용할 수 있다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
70,ACCOUNTPICTURE-MS,Windows 8 시작 화면의 오른쪽 위 모서리에 나타나는 이미지 파일.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
71,ACD,MAGIX AID로 작성된 프로젝트 파일.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
72,ACD-BAK,"MAGIX AID Pro, Music Studio, Xpress 등의 프로그램에서 생성한 백업 파일.",SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
73,ACD-ZIP,"Sony AID Xpress, MAGIX AID Music Studio, MAGIX AID Pro 등의 프로그램에서 만든 오디오 프로젝트 파일. ZIP 압축 형식으로 저장되며 ACD 프로젝트 파일 및 음악 컴파일 오디오 파일이 들어 있다.",SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
74,ACE,"압축 파일, WinACE로 압축할 수 있다. 높은 압축 비율과 빠른 압축 속도를 제공하는 독점 압축 알고리즘을 사용했지만 설계 결함으로 인한 취약점이 2018년에 발견되어 주요 압축 프로그램의 지원이 중단되고 있다.",SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
75,ACF,Steam에서 사용하는 캐시 파일. 다운로드한 소프트웨어와 관련된 정보를 저장하며 게임 업데이트와 원본 파일 다운로드에 사용된다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
76,ACFM,복합 글꼴 프로그램의 구조를 정의하는 파일. 글꼴 프로그램의 전역 측정 기준 및 직계 글꼴 프로그램의 측정 기준을 명시한다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
77,ACG,Audio Comparer에서 만든 파일. 서로 비교하거나 하드 드라이브의 다른 파일과 비교할 수 있는 오디오 파일 그룹을 함께 저장한다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
78,ACL,텍스트 대체 기능이 사용한 수정 목록을 마이크로소프트 오피스 프로그램에 저장하는 파일. 문법과 맞춤법 오류를 자동으로 수정하는 데 사용된다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
79,ACM,"폴아웃 1,2 등의 인터플레이 엔터테인먼트 비디오 게임에 사용되는 압축 오디오 파일. WAV와 같은 다른 오디오 파일 형식으로 변환할 수도 있다.",SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
80,ACO,"포토샵에서 사용하는 컬러 파일. 미리 정의된 색상의 집합체인 컬러 스와치를 각 색상의 이름과 함께 저장하는데, 컬러 팔레트의 색상 위에 마우스를 올려놓으면 디스플레이되며 특정 색상 표준을 준수하는 이미지를 생성하는 데 사용된다.",SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
81,ACORN,Mac용 이미지 편집기 Atoric에서 만든 이미지 파일. 래스터 그래픽뿐만 아니라 여러 레이어와 벡터 객체도 지원하며 텍스트와 모양으로 기존 디지털 이미지를 향상시키는 데 자주 사용된다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
82,ACP,Alfresco에서 사용하는 파일. Alfresco 저장소에서 내보낸 데이터와 XML 메타데이터 파일 및 내용 파일을 포함한다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
83,ACP,EditPlus에서 사용하는 파일. 일반 텍스트 형식으로 저장되며 개발자가 소스 코드를 입력할 때 자동 완성 규칙을 포함하고 자동 완성을 트리거하는 키워드를 설정하는 데 사용된다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
84,ACQ,AcqKnowledge에 의해 생성된 데이터 그래프 파일. 다른 시스템과 변환기에서 기록된 생리학적 데이터를 시뮬레이션하는 데 사용된다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
85,ACR,ACRobot으로 만든 스크립트 파일. 일반적인 작업을 자동화하고 반복 작업을 가속화하는 데 사용된다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
86,ACROBATSECURITYSETTING,어도비 애크러뱃에서 만든 파일. 액세스 제한과 같은 PDF 파일 작성에 사용되는 보안 속성을 포함한다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
87,ACRODATA,어도비 애크러뱃에서 참조하는 데이터 파일.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
88,ACROPLUGIN,어도비 애크러뱃에서 사용하는 플러그인 파일.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
89,ACS,마이크로소프트 에이전트로 만든 애니메이션 캐릭터. TTS 및 음성 인식 기술을 사용하여 사용자와 상호 작용할 수 있으며 응용 프로그램과 웹 페이지 모두에서 구현될 수 있다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
90,ACSM,어도비 Content Server에서 어도비 디지털 에디션에 제공하는 메시지 파일. 어도비 디지털 에디션에서 구입한 eBook을 다운로드 및 읽는 데 사용되며 eBook 활성화 및 다운로드 데이터를 포함하고 있다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
91,ACT,일부 음성 녹음기와 MP3 플레이어가 녹음한 오디오 형식. ADPCM[10]을 사용하여 압축한다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
92,ACTC,Action(s)가 사용하는 아카이브 파일. 작업을 수행하는 데 필요한 클래스 및 리소스 파일을 포함한 파일 모음이 들어있으며 ACTC 파일에 저장된 파일에 대한 정보를 포함하는 매니페스트 파일 또한 저장한다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
93,ACTION,"macOS에서 자동화를 만드는 프로그램인 Automator에 의해 사용되는 파일로, 자동화된 프로세스를 만들기 위해 다른 작업과 결합할 수 있는 특정 작업이 포함되어 있다.",SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
94,ACV,포토샵이 만든 곡선 조정 파일. 인쇄 전 RGB 컬러와 톤수를 미세 조정하거나 디지털 퍼블리싱용 이미지를 보정하는 데 흔히 사용된다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
95,ACW,"Windows XP의 구성 요소인 Accessibility Wizard에 의해 생성된 설정 파일. 다양한 시각, 청각 또는 이동성 요구에 맞게 운영체제에 대한 사용자 지정 설정을 저장한다.",SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
96,ACWW,닌텐도 DS의 게임인 Animal Crossing Wild World가 사용하는 패턴 파일.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
97,ACX,아타리 ST 시스템을 위해 작성된 프로그램 파일. 아타리 ST 에뮬레이터를 사용하여 PC에서 실행할 수 있는 실행 파일로 저장한다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
98,ACZ,iOS의 애플리케이션인 AppCraft의 프로젝트 파일.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
99,ADADOWNLOAD,어도비 Download Assistant 프로그램에서 부분적으로 다운로드한 파일. 프로그램에서 다운로드할 때 파일의 내용(일반적으로 소프트웨어 설치 관리자)을 저장한다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
100,ADAME,Adame 랜섬웨어에 의해 암호화된 파일 확장명. 암호화되어 있어 확장명의 변경만으로는 파일을 복구하거나 열 수 없다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
101,ADB,에이다 프로그래밍 언어로 작성된 소스 코드를 포함하는 프로그래밍 파일. 프로그램의 본문을 저장하며 일반적으로 ADS 확장자를 가진 해당 스펙 파일과 함께 저장된다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
102,ADCP,어도비 디바이스 센트럴이 만든 프로젝트 파일. 대상 기기의 목록과 애플리케이션을 기기에 배포하는 데 사용되는 플래시 파일이 들어 있다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
103,ADD,마이크로소프트 Dynamics AX에서 사용하는 애플리케이션 개발자 문서 데이터 파일. 프로그램 사용을 위한 개발 도움말 문서가 들어 있으며 언어별로 정렬되어 있다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
104,ADDIN,마이크로소프트 비주얼 스튜디오에서 만든 추가 기능 정의 파일. Add-In Wizard를 사용하여 새 추가 기능 프로젝트를 만들 때 자동으로 생성된다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
105,ADDISM,macOS X용 계산기 앱인 Addism에서 만든 데이터 파일이다. 앱에서 자동으로 기록한 계산 단계나 선택적 제목이 포함된 계산 데이터를 저장하는 데 사용된다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
106,ADE,마이크로소프트 액세스에 의해 생성된 데이터베이스 프로젝트 파일. VBA 프로그래밍 언어로 작성된 모듈을 컴파일하며 소스 코드를 삭제한 경우를 제외하고 .ADP 프로젝트에 저장된 모든 데이터가 들어 있다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
107,ADF,ACT!에 의해 만들어진 데이터베이스 파일.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
108,ADG,Ableton Live에 의해 로드될 수 있는 가상 오디오 장치 그룹을 포함하는 파일.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
109,ADI,Active@ Disk Image에서 생성한 디스크 이미지. 하드 드라이브와 미디어 디스크 또는 기타 외부 저장 장치의 백업본을 포함할 수 있다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
110,ADI,ADIF(아마추어 데이터 교환 형식)로 저장된 데이터 파일. HAM 기록 소프트웨어 간에 교환되는 일반 텍스트로된 연락처 데이터가 포함되어 있으며 주로 로그북을 전송하는 데 사용된다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
111,ADIF,ADIF에 저장된 데이터 파일. 다양한 HAM 라디오 소프트웨어에 의해 만들어진 하나 이상의 로그 엔트리가 수록되어 있으며 HAM 로깅 프로그램 간에 로그 정보를 교환하는 데 사용된다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
112,ADM,Windows 그룹 정책에서 사용하는 템플릿. 관리자가 그룹 정책 개체를 만들거나 수정할 때 그룹 정책 개체 편집기에 표시되는 사용자 인터페이스 또한 정의한다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
113,ADMX,"Windows 그룹 정책에서 사용하는 구성 파일. 사용자 계정, 운영 체제 구성 및 응용 프로그램에 대한 설정을 포함하며 많은 컴퓨터 시스템의 중앙 집중식 관리를 위한 구성을 저장하는 데 사용된다.",SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
114,ADOBE,Dharma 랜섬웨어에 의해 암호화된 파일 확장명. 소프트웨어 회사인 Adobe와는 관련이 없으며 암호화되어 있어 확장명의 변경만으로는 파일을 복구하거나 열 수 없다.,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
115,ADOC,"Asciidoc 문서 파일. asciidoctor와 같은 텍스트 프로세서를 사용하여 마크다운, HTML 또는 EPUB와 같은 다른 형식으로 변환할 수도 있다.",SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
116,ADOFAI,A Dance of Fire and Ice의 커스텀 레벨 파일,SAFE,2024-07-06 01:32:14,2024-07-06 01:32:14,null,0
